Approved symbol	Status	Previous symbols	Gene group ID	NCBI Gene ID
UBL5P4	Approved			
UBL6	Symbol Withdrawn			
UBL7	Approved			84993
UBL7-DT	Approved	UBL7-AS1	1990	440288
UBLCP1	Approved		1041	134510
UBN1	Approved		1997|694	29855
UBN2	Approved			254048
UBOX5	Approved		58|365	22888
UBOX5-AS1	Approved		1987	100134015
UBP1	Approved			7342
UBQLN1	Approved		783	29979
UBQLN1-AS1	Approved		1987	105376114
UBQLN1P1	Approved	UBQLN1P		387117
UBQLN2	Approved		783	29978
UBQLN3	Approved		783	50613
UBQLN4	Approved	C1orf6	783	56893
UBQLN4P1	Approved	UBQLN4P		285329
UBQLN4P2	Approved			100131393
UBQLNL	Approved		783	143630
UBR1	Approved		785	197131
UBR2	Approved	C6orf133	785	23304
UBR3	Approved	ZNF650	785	130507
UBR4	Approved	ZUBR1	785|1492	23352
UBR5	Approved	EDD1	785|1959	51366
UBR5-DT	Approved	UBR5-AS1	1990	101927221
UBR7	Approved	C14orf130	785	55148
UBTD1	Approved			80019
UBTD2	Approved			92181
UBTD2P1	Approved			100128739
UBTF	Approved		1691	7343
UBTFL1	Approved	C11orf27		642623
UBTFL2	Approved			120126
UBTFL3	Approved			129870
UBTFL4	Entry Withdrawn			
UBTFL5	Approved			728231
UBTFL6	Approved			643615
UBTFL7	Approved			646759
UBTFL8	Approved			643182
UBTFL9	Approved			
UBTFL10	Approved			
UBTFL11	Approved			
UBXN1	Approved		364	51035
UBXN2A	Approved	UBXD4	364	165324
UBXN2AP1	Approved			100128428
UBXN2B	Approved		364	137886
UBXN4	Approved	UBXDC1, UBXD2	364	23190
UBXN6	Approved	UBXD1	364	80700
UBXN7	Approved	UBXD7	364	26043
UBXN7-AS1	Approved		1987	
UBXN8	Approved	UBXD6	364	7993
UBXN10	Approved	UBXD3	364	127733
UBXN10-AS1	Symbol Withdrawn			
UBXN11	Approved	UBXD5	364	91544
UCA1	Approved		1992	652995
UCA1-AS1	Approved	LINC01764	1987	105372290
UCHH2	Entry Withdrawn			
UCHL1	Approved	PARK5	998	7345
UCHL1-DT	Approved	UCHL1-AS1	1990	101410542
UCHL2	Entry Withdrawn			
UCHL3	Approved		998	7347
UCHL5	Approved		998|595	51377
UCK1	Approved			83549
UCK2	Approved	UMPK	1691	7371
UCKL1	Approved	URKL1	1691	54963
UCKL1-AS1	Approved	UCKL1OS, UCKL1AS, UCKL1-AS	1987	100113386
UCMA	Approved	C10orf49		221044
UCN	Approved		1902	7349
UCN2	Approved		1902	90226
UCN3	Approved		1902	114131
UCP1	Approved	UCP	2176	7350
UCP2	Approved	BMIQ4	2176	7351
UCP3	Approved		2176	7352
UEVLD	Approved			55293
UFC1	Approved			51506
UFC1P1	Approved			100124402
UFD1	Approved	UFD1L	2259	7353
UFD1-AS1	Approved		1987	105372860
UFL1	Approved	KIAA0776		23376
UFL1-AS1	Approved		1987	100861530
UFM1	Approved	C13orf20		51569
UFM1P1	Approved			102443352
UFM1P2	Approved			729835
UFM1P3	Approved	UFM1P1		100506633
UFS	Symbol Withdrawn			
UFSP1	Approved			402682
UFSP2	Approved	C4orf20		55325
UGALT	Symbol Withdrawn			
UGCG	Approved		450|1691	7357
UGDH	Approved			7358
UGDH-AS1	Approved		1987	100885776
UGGT1	Approved	UGCGL1	440	56886
UGGT2	Approved	UGCGL2	440	55757
UGGT2-IT1	Entry Withdrawn			
UGP1	Symbol Withdrawn			
UGP2	Approved	UGP1		7360
UGT1	Symbol Withdrawn			
UGT1A	Approved	UGT1A@	363	7361
UGT1A1	Approved	UGT1, GNT1	363	54658
UGT1A2P	Approved		363	54580
UGT1A3	Approved		363	54659
UGT1A4	Approved		363	54657
UGT1A5	Approved		363	54579
UGT1A6	Approved		363	54578
UGT1A7	Approved		363	54577
UGT1A8	Approved		363	54576
UGT1A9	Approved		363	54600
UGT1A10	Approved		363	54575
UGT1A11P	Approved		363	54574
UGT1A12P	Approved		363	54573
UGT1A13P	Approved		363	404204
UGT2A1	Approved		363	10941
UGT2A2	Approved		363	574537
UGT2A3	Approved		363	79799
UGT2A3P7	Approved			100422023
UGT2B@	Entry Withdrawn	UGT2, UGT2B		
UGT2B4	Approved		363	7363
UGT2B7	Approved		363	7364
UGT2B10	Approved		363	7365
UGT2B11	Approved		363	10720
UGT2B15	Approved		363	7366
UGT2B17	Approved		363|870	7367
UGT2B24P	Approved		363	54572
UGT2B25P	Approved		363	54571
UGT2B26P	Approved		363	54570
UGT2B27P	Approved		363	54569
UGT2B28	Approved		363	54490
UGT2B29P	Approved		363	54568
UGT3A1	Approved		363	133688
UGT3A2	Approved		363	167127
UGT8	Approved	CGT	363|1691	7368
UHMK1	Approved		725	127933
UHRF1	Approved		1691|780|88|58	29128
UHRF2	Approved		88|58|780	115426
UHRF2P1	Approved			260337
UICLM	Approved		1992	200772
UIMC1	Approved		1328	51720
ULBP1	Approved			80329
ULBP2	Approved			80328
ULBP3	Approved			79465
ULK1	Approved		1022	8408
ULK2	Approved		1022	9706
ULK3	Approved		1691	25989
ULK4	Approved		1492	54986
ULK4-IT1	Entry Withdrawn			
ULK4P1	Approved	FAM7A1		89838
ULK4P2	Approved	FAM7A2		100288380
ULK4P3	Approved	FAM7A3		89837
UMAD1	Approved	RPA3-AS1, RPA3OS		729852
UMLILO	Approved		1992	
UMOD	Approved			7369
UMODL1	Approved			89766
UMODL1-AS1	Approved	C21orf128	1987	150147
UMPH2	Symbol Withdrawn			
UMPS	Approved		1691	7372
UMS	Symbol Withdrawn			
UNC5A	Approved		2313|593|1410	90249
UNC5B	Approved		593|1410|2313	219699
UNC5B-AS1	Approved		1987	728978
UNC5C	Approved		2313|593	8633
UNC5C-AS1	Approved		1987	105377335
UNC5CL	Approved		2313	222643
UNC5D	Approved		593|1410|2313	137970
UNC13A	Approved		836	23025
UNC13B	Approved	UNC13	836	10497
UNC13C	Approved		836	440279
UNC13D	Approved		836	201294
UNC45A	Approved		1492	55898
UNC45B	Approved	CMYA4	1492	146862
UNC50	Approved			25972
UNC79	Approved	KIAA1409	1492	57578
UNC80	Approved	C2orf21		285175
UNC93A	Approved			54346
UNC93B1	Approved			81622
UNC93B2	Approved			641922
UNC93B3	Approved			285296
UNC93B4	Approved			643384
UNC93B5	Approved			729196
UNC93B6	Approved			255620
UNC93B7	Approved			100887746
UNC93B8	Approved			100887748
UNC119	Approved			9094
UNC119B	Approved		1691	84747
UNCX	Approved		521	340260
UND	Symbol Withdrawn			
UNG	Approved	DGU	1024	7374
UNGP1	Approved			57004
UNGP2	Approved			
UNGP3	Approved			319122
UNK	Approved	ZC3HDC5, ZC3H5	73	85451
UNKL	Approved	C16orf28	73|58	64718
UNP	Symbol Withdrawn			
UNR	Symbol Withdrawn			
UOX	Approved			391051
UPB1	Approved			51733
UPF1	Approved	RENT1	1964|1963|1169	5976
UPF2	Approved		1964|2128	26019
UPF3A	Approved			65110
UPF3AP1	Approved			147226
UPF3AP2	Approved			147150
UPF3AP3	Approved			100422343
UPF3B	Approved	MRX62, UPF3BP1, UPF3BP2, UPF3BP3	1964	65109
UPF3BP1	Symbol Withdrawn			
UPF3BP2	Symbol Withdrawn			
UPF3BP3	Symbol Withdrawn			
UPF3BP4	Entry Withdrawn			
UPK1A	Approved		768	11045
UPK1A-AS1	Approved		1987	100862728
UPK1B	Approved	UPK1	768	7348
UPK2	Approved			7379
UPK3A	Approved	UPK3		7380
UPK3B	Approved			105375355
UPK3BL1	Approved	UPK3BL		100134938
UPK3BL2	Approved			107983993
UPK3BL3P	Approved			
UPK3BP1	Approved			
UPP1	Approved	UP		7378
UPP2	Approved			151531
UPP2-IT1	Entry Withdrawn		1989	
UPRT	Approved			139596
UQBP	Symbol Withdrawn			
UQCC1	Approved	C20orf44, UQCC	645	55245
UQCC2	Approved	C6orf125, MNF1	2290|645	84300
UQCC3	Approved	C11orf83	645	790955
UQCC4	Approved	C16orf91	645	283951
UQCC5	Approved	C3orf78, SMIM4	645	440957
UQCC6	Approved	C12orf73	645	728568
UQCR10	Approved		642	29796
UQCR10P1	Approved			644310
UQCR11	Approved	UQCR	642	10975
UQCRB	Approved	UQBP	642	7381
UQCRB-AS1	Approved		1987	101927039
UQCRBP1	Approved			442454
UQCRBP2	Approved			100130719
UQCRBP3	Approved			100288785
UQCRC1	Approved		1440|642	7384
UQCRC2	Approved		1440|642	7385
UQCRC2P1	Approved			100131327
UQCRFS1	Approved		642	7386
UQCRFS1-DT	Approved		1990	105372352
UQCRFS1P1	Approved	UQCRFSL1		100128525
UQCRFS1P2	Approved			647123
UQCRFS1P3	Approved			100130994
UQCRFSL2	Entry Withdrawn			
UQCRH	Approved		642	7388
UQCRHL	Approved			440567
UQCRHP1	Approved	UQCRHP5		100130756
UQCRHP2	Approved			729769
UQCRHP3	Approved			100131995
UQCRHP4	Approved			100128448
UQCRHP5	Symbol Withdrawn			
UQCRQ	Approved		642	27089
URAD	Approved	PRHOXNB		646625
URAHP	Approved			100130015
URB1	Approved	C21orf108	1492|1835|1729	9875
URB1-AS1	Approved	C21orf119	1987	84996
URB2	Approved	KIAA0133	1729	9816
URGCP	Approved			55665
URGCP-MRPS24	Approved			100534592
URI1	Approved	C19orf2	956|694	8725
URM1	Approved	C9orf74		81605
UROC1	Approved			131669
UROD	Approved			7389
UROS	Approved			7390
USB1	Approved	C16orf57		79650
USE1	Approved		1124	55850
USF1	Approved		420	7391
USF1P1	Approved	USF1P		100151645
USF2	Approved		420	7392
USF3	Approved	KIAA2018		205717
USH1A	Entry Withdrawn	USH1		
USH1B	Symbol Withdrawn			
USH1C	Approved	DFNB18	1220	10083
USH1D	Symbol Withdrawn			
USH1E	Entry Withdrawn			
USH1F	Symbol Withdrawn			
USH1G	Approved		760|403	124590
USH1H	Entry Withdrawn			
USH1J	Symbol Withdrawn			
USH1K	Entry Withdrawn			
USH2A	Approved	USH2	555|1244	7399
USH2A-AS1	Approved		1987	105372918
USH2A-AS2	Approved		1987	102723833
USH2B	Entry Withdrawn			
USH2C	Symbol Withdrawn			
USH3	Symbol Withdrawn			
USH3B	Symbol Withdrawn			
USHBP1	Approved			83878
USO1	Approved		1492	8615
USP1	Approved		366	7398
USP2	Approved		366	9099
USP2-AS1	Approved		1987	100499227
USP3	Approved		366	9960
USP3-AS1	Approved		1987	100130855
USP3L	Symbol Withdrawn			
USP4	Approved	UNP	366	7375
USP5	Approved		366	8078
USP6	Approved	HRP1, TRESMCR	366	9098
USP6NL	Approved	USP6NL-IT1		9712
USP6NL-AS1	Approved		1987	107984208
USP6NL-IT1	Symbol Withdrawn			
USP7	Approved	HAUSP	366	7874
USP7-AS1	Approved		1987	105371074
USP8	Approved		366	9101
USP8P1	Approved	USP8P		100287272
USP8P2	Approved			100420351
USP9X	Approved		366|1492	8239
USP9Y	Approved		1492|870|366	8287
USP9YP1	Approved			387362
USP9YP2	Approved			387363
USP9YP3	Approved			387364
USP9YP4	Approved			387359
USP9YP5	Approved			100421217
USP9YP6	Approved	CDY24P		100462820
USP9YP7	Approved			
USP9YP8	Approved			100421219
USP9YP9	Approved			100421220
USP9YP10	Approved			100421222
USP9YP11	Approved			100421224
USP9YP12	Approved			100874382
USP9YP13	Approved			100861434
USP9YP14	Approved			
USP9YP15	Approved			
USP9YP16	Approved			
USP9YP17	Approved			
USP9YP18	Approved			
USP9YP19	Approved			
USP9YP20	Approved			
USP9YP21	Approved			
USP9YP22	Approved			
USP9YP23	Approved			100500798
USP9YP24	Approved			
USP9YP25	Approved			
USP9YP26	Approved			
USP9YP27	Approved			
USP9YP28	Approved			
USP9YP29	Approved			
USP9YP30	Approved			
USP9YP31	Approved			
USP9YP32	Approved			
USP9YP33	Approved			
USP9YP34	Approved			387361
USP9YP35	Approved			
USP9YP36	Approved			
USP10	Approved		366	9100
USP10P1	Approved			780779
USP10P2	Approved			780778
USP10P3	Approved			780780
USP11	Approved		366	8237
USP12	Approved	USP12L1	366	219333
USP12-AS1	Approved		1987	
USP12-DT	Approved	USP12-AS2	1990	100874071
USP12P1	Approved	UBH1, USP12		9959
USP12P2	Approved			100130682
USP12P3	Approved			100420439
USP12PX	Approved	USP12P2		254700
USP12PY	Approved	USP12P3		359799
USP13	Approved		366	8975
USP14	Approved		366	9097
USP15	Approved		366|1691	9958
USP16	Approved		366	10600
USP17L1	Approved	USP17L1P		401447
USP17L2	Approved		366	377630
USP17L3	Approved			645836
USP17L4	Approved			645402
USP17L5	Approved			728386
USP17L6P	Approved			391622
USP17L7	Approved			392197
USP17L8	Approved			392188
USP17L9P	Approved	USP17		391627
USP17L10	Approved			100287144
USP17L11	Approved			100287178
USP17L12	Approved			100287205
USP17L13	Approved			100287238
USP17L14P	Approved			100287270
USP17L15	Approved			100288520
USP17L16P	Approved			100287302
USP17L17	Approved			100287327
USP17L18	Approved			100287364
USP17L19	Approved			100287404
USP17L20	Approved			100287441
USP17L21	Approved			100287478
USP17L22	Approved			100287513
USP17L23	Approved			
USP17L24	Approved		2293	728369
USP17L25	Approved		2293	728373
USP17L26	Approved		2293	728379
USP17L27	Approved		2293	728393
USP17L28	Approved		2293	728400
USP17L29	Approved		2293	728405
USP17L30	Approved		2293	728419
USP18	Approved		366	11274
USP19	Approved		366|87	10869
USP20	Approved		366|1691	10868
USP21	Approved	USP23	366	27005
USP21P1	Approved			100420435
USP21P2	Approved			100420428
USP22	Approved	USP3L	366|1059	23326
USP23	Symbol Withdrawn			
USP24	Approved		366	23358
USP24P1	Approved			
USP25	Approved		366	29761
USP26	Approved		366	83844
USP27X	Approved		366	389856
USP27X-DT	Approved	USP27X-AS1	1990	158572
USP28	Approved		366	57646
USP29	Approved		366	57663
USP30	Approved		366	84749
USP30-AS1	Approved		1987	100131733
USP31	Approved		366	57478
USP32	Approved		863|366	84669
USP32P1	Approved			162632
USP32P2	Approved			220594
USP32P3	Approved			347716
USP32P4	Approved			
USP33	Approved		366	23032
USP34	Approved		1835|366|1492	9736
USP34-DT	Approved		1990	105377633
USP35	Approved		366	57558
USP36	Approved		366	57602
USP37	Approved		366	57695
USP37P1	Approved			
USP38	Approved		366	84640
USP38-DT	Approved		1990	105377623
USP39	Approved		1506|366	10713
USP40	Approved		366	55230
USP41P	Approved	USP41	366	373856
USP42	Approved		366	84132
USP43	Approved		366	124739
USP44	Approved		366	84101
USP45	Approved		366	85015
USP46	Approved		366	64854
USP46-DT	Approved	USP46-AS1	1990	643783
USP47	Approved		366	55031
USP48	Approved	USP31	366	84196
USP49	Approved		366	25862
USP50	Approved		366	373509
USP51	Approved		366	158880
USP53	Approved		366	54532
USP54	Approved	C10orf29	366	159195
USPL1	Approved	C13orf22	988|366	10208
UST	Approved		763	10090
UST-AS1	Approved		1987	100128176
UST-AS2	Approved		1987	105378047
UTF1	Approved			8433
UTP3	Approved		1484	57050
UTP4	Approved	CIRH1A	1483|362	84916
UTP6	Approved	C17orf40	1225	55813
UTP11	Approved	UTP11L	1484	51118
UTP14A	Approved	SDCCAG16	1484	10813
UTP14C	Approved	KIAA0266	1484	9724
UTP15	Approved		362|1483	84135
UTP18	Approved	WDR50	1225|362	51096
UTP20	Approved		1484|1492	27340
UTP23	Approved	C8orf53	1484	84294
UTP25	Approved	C1orf107, DIEXF	1484	27042
UTRN	Approved	DMDL	91	7402
UTS2	Approved		1902|542	10911
UTS2B	Approved	UTS2D	542	257313
UTS2R	Approved	GPR14	220	2837
UTY	Approved		485|870|769	7404
UVO	Symbol Withdrawn			
UVRAG	Approved		823|1596	7405
UVRAG-DT	Approved		1990	100506113
UVSSA	Approved	KIAA1530		57654
UXS1	Approved		743	80146
UXT	Approved		956	8409
UXT-AS1	Approved		1987	100133957
VAC14	Approved	TAX1BP2	1492	55697
VAC14-AS1	Approved		1987	100130894
VAMP1	Approved	SYB1	12	6843
VAMP1-AS1	Approved		1987	
VAMP2	Approved	SYB2	12	6844
VAMP3	Approved		12	9341
VAMP4	Approved		12	8674
VAMP5	Approved		12	10791
VAMP7	Approved	SYBL1	12|716	6845
VAMP8	Approved		12	8673
VAMP9P	Approved		12	
VANGL1	Approved			81839
VANGL2	Approved			57216
VAPA	Approved			9218
VAPB	Approved			9217
VARS1	Approved	VARS2, VARS	131	7407
VARS2	Approved	VARS2L, VARSL	131	57176
VASH1	Approved	KIAA1036		22846
VASH1-AS1	Approved		1987	100506603
VASH1-DT	Approved		1990	
VASH2	Approved			79805
VASN	Approved	SLITL2		114990
VASP	Approved		946	7408
VAT1	Symbol Withdrawn			
VAT1	Approved			10493
VAT1L	Approved			57687
VAV1	Approved	VAV	741|682|722	7409
VAV2	Approved		722|741|682	7410
VAV3	Approved		682|722|741|1691	10451
VAV3-AS1	Approved		1987	100873946
VAX1	Approved		519	11023
VAX2	Approved		519	25806
VBP1	Approved		956	7411
VCAM1	Approved		542|593|1410|592|471	7412
VCAN	Approved	CSPG2	1298|1179|590|574	1462
VCAN-AS1	Approved		1987	105379054
VCF	Symbol Withdrawn			
VCF1	Approved	FAM104A		84923
VCF2	Approved	CXorf44, FAM104B		90736
VCL	Approved			7414
VCP	Approved		413|2259	7415
VCPIP1	Approved		669	80124
VCPKMT	Approved	C14orf138, METTL21D	2056	79609
VCX	Approved		368	26609
VCX2	Approved		368	51480
VCX3A	Approved	VCX3	368	51481
VCX3B	Approved		368	425054
VCY	Approved		368|2293	9084
VCY1B	Approved		368|2293	353513
VDAC1	Approved		306	7416
VDAC1P1	Approved	VDAC1P		642585
VDAC1P2	Approved	VDAC1LP		10064
VDAC1P3	Approved			100310838
VDAC1P4	Approved	VDAC4, VDAC4P		7418
VDAC1P5	Approved	VDAC3, VDAC5P		10187
VDAC1P6	Approved			359800
VDAC1P7	Approved			100310839
VDAC1P8	Approved			100310840
VDAC1P9	Approved			391106
VDAC1P10	Approved			643536
VDAC1P11	Approved			100310841
VDAC1P12	Approved			100874289
VDAC1P13	Approved			100420568
VDAC2	Approved		306	7417
VDAC2P1	Approved	VDAC2P		54015
VDAC2P2	Approved			643996
VDAC2P3	Approved			401959
VDAC2P4	Approved			100420574
VDAC2P5	Approved			729317
VDAC3	Approved		306	7419
VDAC3P1	Approved	VDAC3P		341965
VDD1	Symbol Withdrawn			
VDI	Entry Withdrawn			
VDR	Approved		2084|694	7421
VEGFA	Approved	VEGF	1267	7422
VEGFB	Approved	VRF	1267	7423
VEGFC	Approved		1267	7424
VEGFD	Approved	FIGF	1267	2277
VENTX	Approved	VENTX2	519	27287
VENTXP1	Approved		519	139538
VENTXP2	Approved		519	100287345
VENTXP3	Approved		519	349814
VENTXP4	Approved		519	152101
VENTXP5	Approved		519	442384
VENTXP6	Approved		519	552879
VENTXP7	Approved	VENTX1	519	391518
VENTXP8	Approved			100421110
VEPH1	Approved		682|1492	79674
VESTAR	Approved	LINC00638	1992	196872
VEZF1	Approved	ZNF161	28	7716
VEZF1P1	Approved	ZNF161L1, VEZF1L1		647319
VEZT	Approved			55591
VEZTP1	Approved			100113397
VGF	Approved		925	7425
VGL	Symbol Withdrawn			
VGLL1	Approved		1691|367	51442
VGLL2	Approved		367	245806
VGLL3	Approved		367	389136
VGLL4	Approved		367	9686
VGR	Symbol Withdrawn			
VHL	Approved			7428
VHLL	Approved	VHLP		391104
VHLP	Symbol Withdrawn			
VHR	Symbol Withdrawn			
VIAAT	Symbol Withdrawn			
VIL1	Approved	VIL	950	7429
VILL	Approved		950	50853
VIM	Approved		610	7431
VIM-AS1	Approved		1987	100507347
VIM2P	Approved	VIMP1		100130535
VINAC1P	Approved			
VIP	Approved		1902	7432
VIPAS39	Approved	C14orf133		63894
VIPR1	Approved		264	7433
VIPR1-AS1	Approved		1987	
VIPR2	Approved		264	7434
VIRMA	Approved	KIAA1429	1419|1492|1420	25962
VIRMA-DT	Approved		1990	101926977
VIS1	Approved			7435
VIT	Approved			5212
VKCFD2	Symbol Withdrawn			
VKORC1	Approved	VKCFD2		79001
VKORC1L1	Approved			154807
VKORC1P1	Approved			414355
VKORC1P2	Approved			414357
VLDLR	Approved		634	7436
VLDLR-AS1	Approved		1987	401491
VMA21	Approved	MEAX		203547
VMAC	Approved			400673
VMAT1	Symbol Withdrawn			
VMAT2	Symbol Withdrawn			
VMCM	Symbol Withdrawn			
VMD1	Entry Withdrawn			
VMGLOM	Symbol Withdrawn			
VMO1	Approved			284013
VMP1	Approved	TMEM49	1691	81671
VN1R1	Approved	VNR19I1	291	57191
VN1R2	Approved		291	317701
VN1R3	Approved		291	317702
VN1R4	Approved		291	317703
VN1R5	Approved		291	317705
VN1R6P	Approved	VNR19I2	291	653753
VN1R7P	Approved	ORLP1	291	100132759
VN1R8P	Approved	ORLP2	291	54041
VN1R9P	Approved		291	317691
VN1R10P	Approved	VNR6I1P	291	387316
VN1R11P	Approved		291	387317
VN1R12P	Approved		291	387321
VN1R13P	Approved		291	387322
VN1R14P	Approved		291	387320
VN1R15P	Approved		291	100312804
VN1R16P	Approved		291	100312805
VN1R17P	Approved		291	441931
VN1R18P	Approved		291	100133087
VN1R19P	Approved		291	100312843
VN1R20P	Approved		291	100312775
VN1R21P	Approved		291	100128368
VN1R22P	Approved		291	100312844
VN1R23P	Approved		291	100312845
VN1R24P	Approved		291	100312781
VN1R25P	Approved		291	100312782
VN1R26P	Approved		291	100312783
VN1R27P	Approved		291	100312784
VN1R28P	Approved		291	100312785
VN1R29P	Approved		291	100312786
VN1R30P	Approved		291	100287919
VN1R31P	Approved		291	100312787
VN1R32P	Approved		291	100312788
VN1R33P	Approved		291	100288022
VN1R34P	Approved		291	100129587
VN1R35P	Approved		291	100312789
VN1R36P	Approved		291	100312790
VN1R37P	Approved		291	402273
VN1R38P	Approved		291	100131065
VN1R39P	Approved		291	100312791
VN1R40P	Approved		291	100312792
VN1R41P	Approved		291	100312793
VN1R42P	Approved		291	100312794
VN1R43P	Approved		291	100312795
VN1R44P	Approved		291	100312855
VN1R45P	Approved		291	100312796
VN1R46P	Approved		291	100131789
VN1R47P	Approved		291	100312797
VN1R48P	Approved		291	100312798
VN1R49P	Approved	VN1R50P	291	100312799
VN1R50P	Symbol Withdrawn			
VN1R51P	Approved		291	100312801
VN1R52P	Approved		291	100312802
VN1R53P	Approved		291	100312806
VN1R54P	Approved		291	100312807
VN1R55P	Approved		291	100312808
VN1R56P	Approved		291	100312774
VN1R57P	Approved		291	100312809
VN1R58P	Approved		291	100312810
VN1R59P	Approved		291	100312811
VN1R60P	Approved		291	100312812
VN1R61P	Approved		291	100312813
VN1R62P	Approved		291	100312814
VN1R63P	Approved		291	100312815
VN1R64P	Approved		291	730196
VN1R65P	Approved		291	100128384
VN1R66P	Approved		291	100129315
VN1R67P	Approved		291	100131118
VN1R68P	Approved		291	100131688
VN1R69P	Approved		291	100312816
VN1R70P	Approved		291	100130059
VN1R71P	Approved		291	100312817
VN1R72P	Approved		291	100312853
VN1R73P	Approved		291	100312818
VN1R74P	Approved		291	100312819
VN1R75P	Approved		291	100312820
VN1R76P	Approved		291	100312821
VN1R77P	Approved		291	100312822
VN1R78P	Approved		291	100312823
VN1R79P	Approved		291	100312824
VN1R80P	Approved		291	100312825
VN1R81P	Approved		291	100312826
VN1R82P	Approved		291	100312827
VN1R83P	Approved		291	100312828
VN1R84P	Approved		291	100312829
VN1R85P	Approved		291	100312830
VN1R86P	Approved		291	100312831
VN1R87P	Approved		291	100312832
VN1R88P	Approved		291	100312833
VN1R89P	Approved		291	100312834
VN1R90P	Approved		291	100312835
VN1R91P	Approved		291	100312836
VN1R92P	Approved		291	100312837
VN1R93P	Approved		291	100312838
VN1R94P	Approved		291	100312839
VN1R95P	Approved		291	100131141
VN1R96P	Approved		291	100127969
VN1R97P	Approved		291	100312840
VN1R98P	Approved		291	100312841
VN1R99P	Approved		291	100312842
VN1R100P	Approved		291	100312846
VN1R101P	Approved		291	729885
VN1R102P	Approved		291	100312847
VN1R103P	Approved		291	730066
VN1R104P	Approved		291	100288195
VN1R105P	Approved		291	100288264
VN1R106P	Approved		291	100312848
VN1R107P	Approved		291	100312849
VN1R108P	Approved		291	100312850
VN1R109P	Approved		291	100312851
VN1R110P	Approved		291	100312803
VN1R111P	Approved		291	100312852
VN1R112P	Approved		291	100312854
VN2R1P	Approved	CASRL1	291	344760
VN2R2P	Approved		291	100033391
VN2R3P	Approved	VN2R4P, VN2R5P, VN2R8P	291	100033392
VN2R4P	Symbol Withdrawn			
VN2R5P	Symbol Withdrawn	VN2R8P		
VN2R6P	Approved		291	100033395
VN2R7P	Approved		291	100033396
VN2R8P	Symbol Withdrawn			
VN2R9P	Approved		291	648315
VN2R10P	Approved		291	100033398
VN2R11P	Approved		291	100033399
VN2R12P	Approved		291	100033400
VN2R13P	Approved		291	100033401
VN2R14P	Approved		291	100033402
VN2R15P	Approved		291	100033403
VN2R16P	Approved		291	100033404
VN2R17P	Approved		291	649186
VN2R18P	Approved		291	100033406
VN2R19P	Approved		291	100033407
VN2R20P	Approved		291	100033408
VN2R21P	Approved		291	100127050
VNN1	Approved		10	8876
VNN2	Approved		10	8875
VNN2-AS1	Entry Withdrawn			
VNN3P	Approved	VNN3	10	55350
VOPP1	Approved		1564	81552
VOPP1-DT	Approved		1990	105375287
VP	Symbol Withdrawn			
VPP1	Symbol Withdrawn			
VPREB1	Approved		590|471	7441
VPREB3	Approved		590	29802
VPS4A	Approved		413|1120	27183
VPS4B	Approved	SKD1	413|1120	9525
VPS8	Approved	KIAA0804	58|1532	23355
VPS9D1	Approved	C16orf7	928	9605
VPS9D1-AS1	Approved		1987	100128881
VPS11	Approved		1532|1531|58	55823
VPS11-DT	Approved		1990	
VPS13A	Approved	CHAC	2141	23230
VPS13A-AS1	Approved		1987	100286938
VPS13B	Approved	CHS1, COH1	2141	157680
VPS13B-DT	Approved		1990	105375666
VPS13C	Approved		2141	54832
VPS13C-DT	Approved		1990	101928907
VPS13D	Approved		2141|1835	55187
VPS16	Approved		1532|1531	64601
VPS18	Approved		1532|1531	57617
VPS25	Approved		1117	84313
VPS25P1	Approved			441899
VPS26A	Approved	VPS26		9559
VPS26AP1	Approved			100421731
VPS26B	Approved			112936
VPS26BP1	Approved			100421729
VPS26C	Approved	DSCR3	1556	10311
VPS26CP1	Approved			100420893
VPS28	Approved		1116	51160
VPS29	Approved		1556	51699
VPS33A	Approved		1532|1531	65082
VPS33B	Approved			26276
VPS33B-DT	Approved		1990	101926911
VPS35	Approved		1492	55737
VPS35L	Approved	C16orf62	1556	57020
VPS35P1	Approved			100422055
VPS36	Approved	C13orf9	1117	51028
VPS37A	Approved	PQBP2	1116	137492
VPS37B	Approved		1116	79720
VPS37C	Approved		1116	55048
VPS37D	Approved	WBSCR24	1116	155382
VPS39	Approved		1531|1691	23339
VPS39-DT	Approved		1990	105370795
VPS41	Approved		1531|58	27072
VPS45	Approved	VPS45B, VPS45A		11311
VPS45B	Symbol Withdrawn			
VPS50	Approved	CCDC132	1423	55610
VPS51	Approved	C11orf3, C11orf2	1423|1424	738
VPS51P1	Approved			
VPS51P2	Approved			
VPS51P3	Approved			
VPS51P4	Approved			
VPS51P5	Approved			
VPS51P6	Approved			
VPS51P7	Approved			
VPS51P8	Approved			441320
VPS51P9	Approved			
VPS51P10	Approved			
VPS51P11	Approved			
VPS51P12	Approved			
VPS51P13	Approved			
VPS51P14	Approved			
VPS51P15	Approved			
VPS51P16	Approved			
VPS51P17	Approved			
VPS51P18	Approved			
VPS51P19	Approved			
VPS52	Approved	SACM2L	1423|1424	6293
VPS53	Approved		1423|1424	55275
VPS54	Approved		1424|694	51542
VPS72	Approved	TCFL1	1329|1634	6944
VRF	Symbol Withdrawn			
VRK1	Approved			7443
VRK2	Approved			7444
VRK3	Approved			51231
VRK3P1	Entry Withdrawn	VRK3PS		
VRNI	Symbol Withdrawn			
VRTN	Approved	C14orf115		55237
